# SYNTHETIC data — generated by scripts/make_synthetic.py for project 27.04
# This is a TASK DEFINITION (lamina material + Tsai-Wu strengths, stacking
# alphabet, load-case sets), not a recording — every field is a documented,
# labeled-synthetic design choice, in the right ballpark for a real
# aerospace-grade carbon/epoxy tape but not sourced from any datasheet.
# regenerate: python make_synthetic.py --out C:/Users/sora5/CUDA_CPP_ROBOTICS_PROJECTS/projects/27-materials-manufacturing/27.04-composite-layup-optimization-tsai-wu-failure/data/sample/laminate_scenario.csv
# columns: LABEL,value[,value,...] — see ../README.md and ../data/README.md
# for units/meaning of every field. Loads (LOAD_MIXED/LOAD_ALIGNED) are
# Nx_Npm,Ny_Npm,Nxy_Npm triples, each of magnitude N_REF_NM=120000.0 N/m,
# generated by this script's make_mixed_cases()/make_aligned_cases() (see the
# module docstring for the documented grid) and written out as concrete numbers.
E1_GPA,135.000000
E2_GPA,10.000000
G12_GPA,5.000000
NU12,0.280000
T_PLY_MM,0.125000
XT_MPA,1500.000000
XC_MPA,1200.000000
YT_MPA,50.000000
YC_MPA,200.000000
S12_MPA,70.000000
N_ENV_MAX_NM,3000000.000000
ANGLE_ALPHABET_DEG,0.000000,45.000000,-45.000000,90.000000
N_MIXED_CASES,16
LOAD_MIXED,120000.000000,0.000000,0.000000
LOAD_MIXED,103923.048454,60000.000000,0.000000
LOAD_MIXED,60000.000000,103923.048454,0.000000
LOAD_MIXED,0.000000,120000.000000,0.000000
LOAD_MIXED,-60000.000000,103923.048454,0.000000
LOAD_MIXED,-103923.048454,60000.000000,0.000000
LOAD_MIXED,-120000.000000,0.000000,0.000000
LOAD_MIXED,-103923.048454,-60000.000000,0.000000
LOAD_MIXED,-60000.000000,-103923.048454,0.000000
LOAD_MIXED,-0.000000,-120000.000000,0.000000
LOAD_MIXED,60000.000000,-103923.048454,0.000000
LOAD_MIXED,103923.048454,-60000.000000,0.000000
LOAD_MIXED,0.000000,0.000000,120000.000000
LOAD_MIXED,0.000000,0.000000,-120000.000000
LOAD_MIXED,84852.813742,0.000000,84852.813742
LOAD_MIXED,0.000000,84852.813742,84852.813742
N_ALIGNED_CASES,2
LOAD_ALIGNED,120000.000000,0.000000,0.000000
LOAD_ALIGNED,-120000.000000,0.000000,0.000000
